DS_TO_MF_execute_ls,ALPHAPR
P.JS.GR.BAZ.ZBA_DLL_RDL_ACCRUALS,P.JS.GR.BAZ.ZBA_PROCESSING_D-325
P.JS.GR.BAZ.ZBW_BT_TRASF_ACCRUALS,P.JS.GR.BAZ.ZBA_DLL_RDL_ACCRUALS-325
P.JS.GR.BAZ.ZBA_LOAD_BA_S1CR,P.JS.GR.BAZ.ZBA_LOAD_BA_S1CREM-325
P.JS.GR.BAZ.ZBW_LOAD_BW_S1CR,P.JS.GR.BAZ.ZBA_LOAD_BA_S1CR-325
P.JS.GR.BAZ.ZBA_POST_TO_FI_D,P.JS.GR.BAZ.ZBW_LOAD_FROM_FI_D-325
P.JS.GR.BAZ.ZBA_WEEKLY_EVAL_IRIS,P.JS.GR.BAZ.ZBA_POST_TO_FI_D-325
P.JS.GR.BAZ.ZBA_PROCESSING_D,P.JS.GR.BAZ.ZBA_WEEKLY_EVAL_IRIS-325
P.JS.GR.BAZ.ZBA_PROCESSING_D,P.JS.GR.BAZ.ZBW_MANAGE_DB_EXEC_R_D-325
P.JS.GR.BAZ.ZBIT_MD_LOAD,P.JS.GR.BAZ.ZBA_PROCESSING_D-325
P.JS.GR.BAZ.ZBA_PROCESSING_D_CTM,P.JS.GR.BAZ.ZBW_MANAG_DB_EXEC_R_D_2
P.JS.GR.BAZ.ZBA_WEEKLY_EVAL_IRIS,P.JS.GR.BAZ.ZBW_LOAD_FTMD_FROM_BA_D-325
P.NE.GR.BAZ.BATCHDATE.1,P.JS.GR.BAZ.ZBIT_MD_LOAD-325
P.JS.GR.BAZ.ZBW_LOAD_BW_I7BE,P.JS.GR.BAZ.ZBW_BT_TRASF_ACCRUALS-325
P.JS.GR.BAZ.ZBW_LOAD_BW_I7BE,P.JS.GR.BAZ.ZBW_BT_TRASF_REV-325
P.JS.GR.BAZ.ZBW_EDW_CUM_MON_BAL,P.JS.GR.BAZ.ZBW_MANAGE_BD_CLOSE_D-325
P.JS.GR.BAZ.ZBW_EDW_IFRSBAL_CREATION,P.JS.GR.BAZ.ZBW_EXTRACT_EDW-325
P.JS.GR.BAZ.ZBW_LOAD_DATA_FROM_BA_D,P.JS.GR.BAZ.ZBW_EDW_IFRSBAL_CREATION-325
P.JS.GR.BAZ.ZBW_FILE_EXTR_EDW_IFRS9,P.JW.GR.BAZ.BKP.SAPBA_SAPBA.TXT-325
P.JS.GR.BAZ.ZBW_RCO_IFRSBAL_CREATION,P.JS.GR.BAZ.ZBW_FILE_EXTR_EDW_IFRS9-325
P.JS.GR.BAZ.ZBW_LOAD_BW_B1BC,P.JS.GR.BAZ.ZBW_LOAD_BW_P8BE-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_B1BC,P.JS.GR.BAZ.ZBW_LOAD_BW_B1BC-325
P.JS.GR.BAZ.ZBW_LOAD_BW_I7AR,P.JS.GR.BAZ.ZBW_LOAD_BW_P8SD-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7AR,P.JS.GR.BAZ.ZBW_LOAD_BW_I7AR-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7OR,P.JS.GR.BAZ.ZBW_LOAD_BW_I7AR-325
P.JS.GR.BAZ.ZBW_LOAD_BW_P8BE,P.JS.GR.BAZ.ZBW_LOAD_BW_I7BE-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7BE,P.JS.GR.BAZ.ZBW_LOAD_BW_I7BE-325
P.JS.GR.BAZ.ZBW_LOAD_BW_I7CF,P.JS.GR.BAZ.ZBW_LOAD_BW_P8SD-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7CF,P.JS.GR.BAZ.ZBW_LOAD_BW_I7CF-325
P.JS.GR.BAZ.ZBW_LOAD_BW_I7SD,P.JS.GR.BAZ.ZBW_LOAD_BW_I7CF-325
P.JS.GR.BAZ.ZBW_LOAD_BW_I7REP,P.JS.GR.BAZ.ZBW_REPORTING_D-325
P.JS.GR.BAZ.ZBW_LOAD_FTMD_FROM_BA_D,P.JS.GR.BAZ.ZBW_LOAD_BW_I7REP-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7TT,P.JS.GR.BAZ.ZBW_LOAD_BW_I7REP-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7GL,P.JS.GR.BAZ.ZBW_LOAD_BW_I7REP-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7PS,P.JS.GR.BAZ.ZBW_LOAD_BW_I7REP-325
P.JS.GR.BAZ.ZBW_LOAD_BW_P8_S1_REP_CTM,P.JS.GR.BAZ.ZBW_LOAD_BW_I7REP_CTM
P.JS.GR.BAZ.ZBW_LOAD_BW_I7SD,P.JS.GR.BAZ.ZBW_LOAD_BW_P8SD-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7SD,P.JS.GR.BAZ.ZBW_LOAD_BW_I7SD-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_P8BE,P.JS.GR.BAZ.ZBW_LOAD_BW_P8BE-325
P.JS.GR.BAZ.ZBW_OPER_EVENTS_CREATION,P.JS.GR.BAZ.ZBW_LOAD_BW_P8BE-325
P.JS.GR.BAZ.ZBW_LOAD_BW_P8CF,P.JS.GR.BAZ.ZBW_OPER_EVENTS_CREATION-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_P8CF,P.JS.GR.BAZ.ZBW_LOAD_BW_P8CF-325
P.JS.GR.BAZ.ZBW_LOAD_BW_P8SD,P.JS.GR.BAZ.ZBW_LOAD_BW_P8CF-325
P.JS.GR.BAZ.ZBW_LOAD_BW_P8SD,P.JS.GR.BAZ.ZBW_LOAD_INVCF_IRIS-325
P.JS.GR.BAZ.ZBW_LOAD_BW_P8SD,P.JS.GR.BAZ.ZBW_LOAD_FT_NAPROD-325
P.JS.GR.BAZ.ZBW_LOAD_BW_P8SD,P.JS.GR.BAZ.ZBW_OPER_EVENTS_CREATION-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_P8SD,P.JS.GR.BAZ.ZBW_LOAD_BW_P8SD-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_P8CF,P.JS.GR.BAZ.ZBW_LOAD_BW_P8SD-325
P.JS.GR.BAZ.ZBW_LOAD_FTMD_FROM_BA_D,P.JS.GR.BAZ.ZBW_LOAD_BW_P8_S1_REP-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_P8AD,P.JS.GR.BAZ.ZBW_LOAD_BW_P8_S1_REP-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_P8GL,P.JS.GR.BAZ.ZBW_LOAD_BW_P8_S1_REP-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_P8TT,P.JS.GR.BAZ.ZBW_LOAD_BW_P8_S1_REP-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_S1DC,P.JS.GR.BAZ.ZBW_LOAD_BW_P8_S1_REP-325
P.JS.GR.BAZ.ZBW_LOAD_BW_S1CR,P.JS.GR.BAZ.ZBW_OPER_EVENTS_CREATION-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_S1CR,P.JS.GR.BAZ.ZBW_LOAD_BW_S1CR-325
P.JS.GR.BAZ.ZBW_LOAD_DATA_FROM_BA_D,P.JS.GR.BAZ.ZBW_REPORTING_D-325
P.JS.GR.BAZ.ZBW_LOAD_DATA_FROM_BA_D,P.JS.GR.BAZ.ZBW_RCO_IFRSBAL_CREATION-325
P.JS.GR.BAZ.ZBW_LOAD_FTMD_FROM_BA_D,P.JS.GR.BAZ.ZBW_LOAD_DATA_FROM_BA_D-325
P.JS.GR.BAZ.ZBW_LOAD_FROM_FI_D,P.JS.GR.BAZ.ZBW_REPORTING_D-325
P.JS.GR.BAZ.ZBW_LOAD_FT_NAPROD_CTM,P.JW.GR.BAZ.CHK.DIR.RECEPTION.FOLDER.1
P.JS.GR.BAZ.ZBW_MANAGE_BD_EXEC_M_D,P.JS.GR.BAZ.ZBW_LOAD_FX_FROM_FI-325
P.JS.GR.BAZ.ZBW_LOAD_INVCF_IRIS_CTM,P.JW.GR.BAZ.CHK.DIR.RECEPTION.FOLDER.1
P.JS.GR.BAZ.ZBW_MANAGE_BD_CLOSE_D,P.FL.GR.BAZ.IRISBATCH.WEEKLY-325
P.JW.GR.BAZ.BKP.S1DC,P.JS.GR.BAZ.ZBW_MANAGE_BD_CLOSE_D_CTM
P.JS.GR.BAZ.ZBW_MANAGE_BD_EXEC_M_D,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_S1CR-325
P.JS.GR.BAZ.ZBW_MANAGE_BD_EXEC_M_D,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7SD-325
P.JS.GR.BAZ.ZBW_MANAGE_BD_EXEC_M_D,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7CF-325
P.JS.GR.BAZ.ZBW_MANAGE_BD_EXEC_M_D,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7AR-325
P.JS.GR.BAZ.ZBW_MANAGE_BD_EXEC_M_D,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_P8SD-325
P.JS.GR.BAZ.ZBW_MANAGE_BD_EXEC_M_D,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_B1BC-325
P.JS.GR.BAZ.ZBW_MANAGE_BD_EXEC_M_D,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_P8BE-325
P.JS.GR.BAZ.ZBW_MANAGE_BD_EXEC_M_D,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7BE-325
P.JS.GR.BAZ.ZBW_MANAGE_BD_EXEC_M_D,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7OR-325
P.JS.GR.BAZ.ZBW_MANAGE_BD_EXEC_M_D,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_P8CF-325
P.JS.GR.BAZ.ZBW_MANAGE_DB_EXEC_R_D,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7TT-325
P.JS.GR.BAZ.ZBW_MANAGE_DB_EXEC_R_D,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7GL-325
P.JS.GR.BAZ.ZBW_MANAGE_DB_EXEC_R_D,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7PS-325
P.JS.GR.BAZ.ZBW_MANAGE_DB_EXEC_R_D,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_P8AD-325
P.JS.GR.BAZ.ZBW_MANAGE_DB_EXEC_R_D,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_P8TT-325
P.JS.GR.BAZ.ZBW_MANAGE_DB_EXEC_R_D,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_P8GL-325
P.JS.GR.BAZ.ZBW_MANAGE_DB_EXEC_R_D,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_S1DC-325
P.JS.GR.BAZ.ZBW_REPORTING_D,P.FL.GR.BAZ.OUTPUT.FILES.TO.V000010846-325
P.JS.GR.BAZ.ZBW_LOAD_BAE_GL_CTM,P.JS.GR.BAZ.ZBW_REPORTING_D_CTM
P.FL.GR.BAZ.OUTPUT.FILES.TO.V000010846,P.JW.GR.BAZ.BKP.I7FX_P8PS_S1DC-325
P.JW.GR.BAZ.BKP.I7FX_P8PS_S1DC,P.JW.GR.BAZ.BKP.S1DC
P.JW.GR.BAZ.BKP.SAP_BA_LOAN_BAL_D_,P.FT.GR.BAZ.SAP_BA_LOAN_BAL_D
P.FL.GR.BAZ.IRISBATCH.WEEKLY,P.JW.GR.BAZ.CHK.DIR.RECEPTION.FOLDER.1
P.JW.GR.BAZ.CHK.DIR.RECEPTION.FOLDER,P.EW.GR.BAZ.BAE.INCOMING
P.JW.GR.BAZ.CHK.DIR.RECEPTION.FOLDER,P.EW.GR.BAZ.BAE.INCOMING.GLBL.FILE
P.EW.GR.BAZ.BAE.INCOMING.GLPS.FILE,P.JS.GR.BAZ.ZBW_MANAG_DB_EXEC_R_D_2_CTM
P.JS.GR.BAZ.ZBW_MANAG_DB_EXEC_R_D_2,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_GLBL
P.JS.GR.BAZ.ZBW_MANAG_DB_EXEC_R_D_2,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_GLPS
P.EW.GR.BAZ.BAE.INCOMING.GLBL.FILE,P.JS.GR.BAZ.ZBW_MANAG_DB_EXEC_R_D_2_CTM
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_GLPS,P.JS.GR.BAZ.ZBW_LOAD_BAE_GL_CTM
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_GLBL,P.JS.GR.BAZ.ZBW_LOAD_BAE_GL_CTM
P.EW.GR.BAZ.I7ADDDMMYYYY.DAT,P.JS.GR.BAZ.ZBW_MANAGE_BD_EXEC_M_R-325
P.JS.GR.BAZ.ZBW_LOAD_BW_I7AD,P.JS.GR.BAZ.ZBW_REPORTING_R-325
P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7AD,P.JS.GR.BAZ.ZBW_LOAD_BW_I7AD-325
P.JS.GR.BAZ.ZBW_REPORTING_R,P.JS.GR.BAZ.ZBW_MANAGE_BD_CLOSE_R-325
P.JS.GR.BAZ.ZBW_MANAGE_BD_EXEC_M_R,P.JS.GR.BAZ.ZBW_VALIDATE_FILE_I7AD-325
P.EW.GR.BAZ.ZBARECONC_BAIRIS_GLPOST_GRGAAP_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBARECONC_BAP8_POST_GRGAAP_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBAREC_BAP8_POST_ATTRCHANG_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBAREC_PL_IFRS_TAX_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBA_ACCRUING_WO_ACCRUALS_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBA_AMORT_THRESH_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBA_EIR_NEW_LOANS_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBA_GR_IFRS_RI_P8_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBA_GR_IFRS_RI_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBA_NEW_PRODUCTS_AT_UPLOAD_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBA_NEW_RIS_AT_UPLOAD_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBA_REVERSAL_RECONCILIATION_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBW_RECLA_GENSECFA_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBW_RECLA_INTRAG_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBW_RECLA_PRODTYPE_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBW_RECLA_PUBSE_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBW_RECLA_SBL_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZBW_RECLA_TOUR_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZLINEITEMS_BA_BAL_IFRS_GR_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.EW.GR.BAZ.ZLINEITEM_EXC_EIR_IFRS_YYYYMMDD.CSV,P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG-325
P.FT.GR.BAZ.ZBARECONC_BAIRIS_GLPOST_GRGAAP,P.FT.GR.BAZ.ZBARECONC_BAP8_POST_GRGAAP-325
P.FT.GR.BAZ.ZLINEITEM_EXC_EIR_IFRS,P.FT.GR.BAZ.ZBARECONC_BAIRIS_GLPOST_GRGAAP-325
P.FT.GR.BAZ.ZBARECONC_BAP8_POST_GRGAAP,P.JW.GR.BAZ.BANKANALYZERCOPY.CMD-325
P.FT.GR.BAZ.ZBAREC_BAIRIS_GLPOST_ATTRCHANG,P.FT.GR.BAZ.ZBAREC_BAP8_POST_ATTRCHANG-325
P.FT.GR.BAZ.ZBAREC_BAP8_POST_ATTRCHANG,P.FT.GR.BAZ.ZBAREC_PL_IFRS_TAX-325
P.FT.GR.BAZ.ZBAREC_PL_IFRS_TAX,P.FT.GR.BAZ.ZBA_ACCRUING_WO_ACCRUALS-325
P.FT.GR.BAZ.ZBA_ACCRUING_WO_ACCRUALS,P.FT.GR.BAZ.ZBA_AMORT_THRESH-325
P.FT.GR.BAZ.ZBA_AMORT_THRESH,P.FT.GR.BAZ.ZBA_EIR_NEW_LOANS-325
P.FT.GR.BAZ.ZBA_EIR_NEW_LOANS,P.FT.GR.BAZ.ZBA_GR_IFRS_RI-325
P.FT.GR.BAZ.ZBA_GR_IFRS_RI,P.FT.GR.BAZ.ZBA_GR_IFRS_RI_P8-325
P.FT.GR.BAZ.ZBA_GR_IFRS_RI_P8,P.FT.GR.BAZ.ZBA_NEW_PRODUCTS_AT_UPLOAD-325
P.FT.GR.BAZ.ZBA_NEW_PRODUCTS_AT_UPLOAD,P.FT.GR.BAZ.ZBA_NEW_RIS_AT_UPLOAD-325
P.FT.GR.BAZ.ZBA_NEW_RIS_AT_UPLOAD,P.FT.GR.BAZ.ZBA_REVERSAL_RECONCILIATION-325
P.FT.GR.BAZ.ZBA_REVERSAL_RECONCILIATION,P.FT.GR.BAZ.ZBW_RECLA_GENSECFA-325
P.FT.GR.BAZ.ZBW_RECLA_GENSECFA,P.FT.GR.BAZ.ZBW_RECLA_INTRAG-325
P.FT.GR.BAZ.ZBW_RECLA_INTRAG,P.FT.GR.BAZ.ZBW_RECLA_PRODTYPE-325
P.FT.GR.BAZ.ZBW_RECLA_PRODTYPE,P.FT.GR.BAZ.ZBW_RECLA_PUBSE-325
P.FT.GR.BAZ.ZBW_RECLA_PUBSE,P.FT.GR.BAZ.ZBW_RECLA_SBL-325
P.FT.GR.BAZ.ZBW_RECLA_SBL,P.FT.GR.BAZ.ZBW_RECLA_TOUR-325
P.FT.GR.BAZ.ZBW_RECLA_TOUR,P.FT.GR.BAZ.ZLINEITEMS_BA_BAL_IFRS_GR-325
P.FT.GR.BAZ.ZLINEITEMS_BA_BAL_IFRS_GR,P.FT.GR.BAZ.ZLINEITEM_EXC_EIR_IFRS-325
P.JW.GR.BAZ.BANKANALYZERCOPY.CMD,P.JW.GR.BAZ.MOVE.FILES.TO.BACKUP-325
P.EW.GR.BAZ.ZBW_LOAD_BAE_GL_CTM.GRGPΥΥΥΥMMDD.txt,P.FT.GR.BAZ.BAE.TRANSFER.OUTGOING
P.FT.GR.BAZ.BAE.GRGP.FILE.OUTGOING,P.FT.GR.BAE.NB23.INCOMING.MOVE
P.FT.GR.BAE.NB23.INCOMING.MOVE,P.JS.GR.BAE.NB23.5A.NBPC_23_00
P.JS.GR.BAE.NB23.5A.NBPC_23_00,P.JS.GR.BAE.NB23.5B.NBPC_23_01
P.JW.GR.FSR.BAL.DELETE.START_BAL.TXT,P.JW.GR.FSR.BAL.UPDATE.BALANCES.BAT
P.EW.GR.FSR.BAL.START_BAL.TXT,P.JW.GR.FSR.BAL.DELETE.START_BAL.TXT
P.JW.GR.FSR.COA.DELETE.START_COA.TXT,P.JW.GR.FSR.COA.UPDATE.CHART.ACCOUNTS.BAT
P.EW.GR.FSR.COA.START_COA.TXT,P.JW.GR.FSR.COA.DELETE.START_COA.TXT
BTRPDLCC,BTRPDLCR
AAJ00034,AFT00036
GCAPDLE3,AAJ00034
AAJ00035,AAJ00035.2
AFT00037,AAJ00035
HLYPDCMO,HAJ00082
KFT00006,KAJ00004
KFT00006,KAJ00005
KFTPDSIM,KETPDSIM
PFT00016,PAJ00016
PAJ00016,DUMMYJOB
XFTX0057,XAJ00255
XAJ00255,XAJ00255.2
SAJ00086,SYNPDGP2
SFT00020,SAJ00040
SAJ00040,DUMMYJOB
SIBPDPL3,SAJ00067
SIBPDPL3,SAJ00068
WNSPDTPP,KAMPDTPP
XAJ00349,XAJ00350
XAJ00350,XFTX0077
CFTPD155,CEXPD155
AEXPD301,AFTPD301
AEXPD302,AFTPD302
AEXPD303,AFTPD303
AFT00083,AEX00083
DLOPD061,KIBPDG4I
KIBPDG4O,DLOPD062
FWODTOFI,ODTPDOFI
FWSSNIA7,SSNPDIA7
FWTPDIR0,KFTPDIR0
FWTPDPBI,OFTPDPBI
HAJ00152,HFY00092
HFY00092,HAJ00147
HFY00092,HAJ00148
HFY00092,HAJ00149
HFY00092,HAJ00150
HFY00092,HAJ00151
HAJ00153,OFT00089
HFY00046,HAJ00080
HFY00167,HAJ00233
HAJ00233,DUMMYJOB
KFTC0017,WNMPD352
KFT00084,WNSPD219
LFT00003,LAJ00005
LAJ00005,P.FT.GR.SAP.EVO.SAPINRTS.TXT
LKTDRTS,P.FL.GR.SAP.NBG.RATES
OFT00001,OAFPDPRC
OAFPDPRC,DUMMYJOB
OAFPDP01,OFT00016
OAFPDP08,OFT00060
OAFPDPLE,CFTPD223
NBGPMORN,OAFDPLE
OFT00002,OAFPDTXC
OKKPDWL8,OKKPDXT8
OKKPDWL9,OKKPDXT9
SFT00018,SAJ00037
SFT00018,SAJ00038
SFT00019,SAJ00039
SEX00001,SFT00063
NBGPMORN,SEX0001
SEX00002,SFT00065
SSNPDBT6,DUMMYJOB
SEX00003,SFT00064
SMTPD000,SMTPD001
SMTPD001,SMTPD002
SMTPD001,SMTPD003
SMTPD001,SMTPD004
SMTPD001,SMTPD005
SMTPD002,SMTPD006
SMTPD003,SMTPD007
SMTPD004,SMTPD008
SFT00010,SAJ00023
SSNPDEP3,SSWPDEP3
SFT00011,SAJ00024
SFT00011,SAJ00025
SFT00011,SAJ00026
SFT00011,SAJ00027
SFT00011,SAJ00028
SFT00012,SAJ00029
SAJ00029,DUMMYJOB
SFT00012,SAJ00030
SAJ00030,DUMMYJOB
SFT00021,SAJ00041
SSNPDVA1,SSNPDVAI
SSNPDVAI,SSNPDVA2
SFT00014,SAJ00032
SAJ00032,DUMMYJOB
SFT00015,SAJ00033
SAJ00033,DUMMYJOB
SFT00017,SAJ00036
TEMPD001,AFT00039
WNSPD028,DCRPDAI6
WNSPD305,WNSPD082
WNSPD082,EDWDT00F
AEXPD155,FWCPD155
WNSPD140,KFT00005
FWTPDB2B,WNSPD117
KFTPDB2B,FWTPDB2B
FWTPDTRG,KFTPDTRG
FWTPDCO2,KFTPDTRG
KFTPDCO2,WNMPD364
DAJ00164,DFT00081
SFT00026,SAJ00053
SFT00026,SAJ00054
SFT00026,SAJ00055
GFT00009,GAJN0007
FWOGPTH6,OGPPDTH6
FWOGPTH5,OGPPDTH5
FWOGPTH4,OGPPDTH4
FWOGPTH3,OGPPDTH3
FWOGPTH2,OGPPDTH2
FWOGPTH1,OGPPDTH1
FWOAFF01,OAFPDF01
FWOAFF02,OAFPDF02
FWOAFF03,OAFPDF03
FWOAFF04,OAFPDF04
FWOAFF05,OAFPDF05
FWOAFF06,OAFPDF06
FWOAFF07,OAFPDF07
AAJ00056,AACPDLP2
AFT00084,AEX00084
CBSFTEPD,AEX00084
P.JW.GR.EEXPENS.ExportDIPAndCardLoadingFile.bat,P.FT.GR.EEXPENS.TRANSFER.TO.BAE
P.FT.GR.EEXPENS.TRANSFER.TO.BAE,P.FT.GR.SAP.EEXPENS.TRANSFER.TO.SAP
P.FL.GR.EEXPENS.ExportDIPAndCardLoadingFile,P.FL.GR.SAP.EEXPENS.EXECUTIVE_EXPENSES
POL1182I,WNMPD228.FROM.SEC_FTP
WNMPD228.FROM.SEC_FTP,WNMPD228
WNMPD228,DFT00084
DFT00085,WNMPD229
WNMPD229,WNMPD229.TO.SEC_FTP
WNMPD229.TO.SEC_FTP,POL1182O
FWOKKTH1,OKKPDTH1
OAFPDDSS,DUMMYJOB
FWOAFRF2,OAFPDRF2
FWOAFRF1,OAFPDRF1
KFT00003,KAJ00003
FWTPDSN0,KFTPDSN0
AFT00073,AAJ00075
AFT00089,EPCARD01
DPAJ0032,DPAJ0090
SSNPDIA6,DPAJ0032
DPAJ0017,DPAJ0018
ODTPDSN1,DPAJ0017
DPAJ0018,SSNPDIA6
DPAJ0018,SSNPDFO1
OKKPDSN1,DPAJ0018
SFT00013,SAJ00031
DPAJ0100,ODTPDRJ4
DPAJ0099,DPAJ0100
FWODTRJ4,DPAJ0100
DPAJ0099,ODTPDSL4
DPAJ0098,DPAJ0099
ODTPDSF4,DPAJ0098
DPAJ0104,DPAJ0105
ODTPDSF6,DPAJ0104
DPAJ0105,DPAJ0106
DPAJ0105,ODTPDSL6
DPAJ0106,ODTPDRJ6
FWODTRJ6,DPAJ0106
DPAJ0101,DPAJ0102
ODTPDSF5,DPAJ0101
DPAJ0102,DPAJ0103
DPAJ0102,ODTPDSL5
DPAJ0103,ODTPDRJ5
FWODTRJ5,DPAJ0103
DPAJ0045,DPAJ0046
ODTPDSN3,DPAJ0045
DPAJ0046,DPAJ0016
DPAJ0016,ODTPDRJ3
FWODTRJ3,DPAJ0016
FWODRJ3A,ODTPDRJ3
DPAJ0043,DPAJ0044
ODTPDSN2,DPAJ0043
DPAJ0044,DPAJ0015
OKKPDSN2,DPAJ0044
DPAJ0015,ODTPDRJ2
FWODTRJ2,DPAJ0015
FWODRJ2A,ODTPDRJ2
FWODTRF1,DPAJ0002
DPAJ0002,DPAJ0003
DPAJ0003,ODTPDRF1
DPAJ0014,ODTPDRJ1
FWODTRJ1,DPAJ0014
FWODRJ1A,ODTPDRJ1
P.JW.GR.IF9.RCOPREETL01.BAU_PRE_ETL_UPDATES.BAT,_W.GR.IF9.ETL.RCOCHK01.A.ETL_PROCESS_CHECK_S_REPORTING_DATE.BAT
_W.GR.IF9.ETL.RCOCHK01.A.ETL_PROCESS_CHECK_S_REPORTING_DATE.BAT,RCOCHK06.a.ETL_PROCESS_CHECK_DEL_STG_TABLES.bat
_.JW.GR.IF9.ETL.RCOCHK02.B.ETL_PROCESS_CHECK_FILE_LOAD_FLAG.BAT,P.JW.GR.IF9.ETL.RCOLOG01.LOG_CHECK_CONTRACT_TYPES.BAT
